repo,source,description,category,language,stars,forks,descripcion_es,open_issues,license,topics,created_at,updated_at,pushed_at,discovered_at,source_url,github_url,score
prymitive/karma,GitHub topic:dashboard,Alert dashboard for Prometheus Alertmanager,Dashboard / UI,TypeScript,2641,199,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",42,Apache-2.0,alerting; alertmanager; dashboard; monitoring; prometheus; prometheus-alertmanager; prometheus-utility,2018-09-09T12:23:33Z,2026-06-01T18:18:40Z,2026-06-01T18:20:43Z,,https://github.com/topics/dashboard,https://github.com/prymitive/karma,3238
lissy93/networking-toolbox,MAGI//ARCHIVE,🛜 100+ offline-first networking tools and utilities,Security,Svelte,2557,226,"Sirve para auditoría, análisis o protección de sistemas.",11,MIT,docker; network-analysis; network-security; offline-capable; self-hosted; sysadmin,2025-09-27T09:43:42Z,2026-06-01T18:12:52Z,2026-04-05T21:46:40Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/Lissy93-networking-toolbox.html,https://github.com/lissy93/networking-toolbox,3235
HuggingFaceTB/smol-training-playbook,Hugging Face Spaces,The Smol Training Playbook,Data / ETL,docker,3196,0,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",0,,docker; research-article-template; research paper; scientific paper; data visualization; region:us,2025-09-12T15:07:42.000Z,2026-02-11T13:12:41.000Z,2026-02-11T13:12:41.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/HuggingFaceTB/smol-training-playbook,3196
PranshulGG/WeatherMaster,GitHub topic:leaflet,A Weather app for android 🌦🌞☔,Geospatial,Kotlin,2824,116,"Sirve para trabajar con herramienta de código abierto, información geoespacial y mapas.",86,GPL-3.0,android; api; ipgeolocation-api; java; javascript; leaflet; open-meteo; open-source; openweathermap-api; rain; visualcrossingwebservices; weather; weather-api; webview,2024-06-16T13:19:44Z,2026-06-01T14:00:57Z,2026-06-01T16:20:13Z,,https://github.com/topics/leaflet,https://github.com/PranshulGG/WeatherMaster,3172
zerogpu-aoti/wan2-2-fp8da-aoti-faster,Hugging Face Spaces,Wan2.2 14B Fast,AI agents,gradio,3157,0,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,,gradio; mcp-server; region:us,2025-07-30T19:03:28.000Z,2026-05-14T17:32:41.000Z,2026-05-14T17:32:41.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/zerogpu-aoti/wan2-2-fp8da-aoti-faster,3157
lihaoyun6/AirBattery,MAGI//ARCHIVE,Get the battery usage of all your devices on your Mac and put them on the Dock / Menu Bar / Widget! && 在Mac上获取你所有设备的电量信息并显示在Dock / 状态栏 / 小组件上!,Other,Swift,2826,107,Repositorio para revisar: get the battery usage of all your devices on your mac and put them on the dock / menu bar / widget! && 在mac上获取你所有设备的电量信息并显示在dock / 状态栏 / 小组件上!.,108,AGPL-3.0,,2024-02-11T16:05:32Z,2026-06-01T10:43:57Z,2025-11-02T02:42:12Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/lihaoyun6-AirBattery.html,https://github.com/lihaoyun6/AirBattery,3147
vita-epfl/Stable-Video-Infinity,MAGI//ARCHIVE,[ICLR 26 Oral] Stable Video Infinity: Infinite-Length Video Generation with Error Recycling,LLM / GenAI,Python,2464,216,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",38,MIT,audio-driven-talking-face; dance-generation; end-to-end-filming; long-video-generation; video-diffusion-transformers,2025-10-09T10:37:34Z,2026-06-01T15:28:01Z,2026-05-27T17:23:04Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/vita-epfl-Stable-Video-Infinity.html,https://github.com/vita-epfl/Stable-Video-Infinity,3112
numman-ali/cc-mirror,MAGI//ARCHIVE,"Create multiple isolated Claude Code variants with custom providers (Z.ai, MiniMax, OpenRouter, LiteLLM)",LLM / GenAI,TypeScript,2230,291,"Facilita integrar mapas, geocodificación, rutas o marcadores con Google Maps.",8,MIT,,2026-01-02T22:28:50Z,2026-06-01T09:23:27Z,2026-05-31T20:10:57Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/numman-ali-cc-mirror.html,https://github.com/numman-ali/cc-mirror,3103
yoshiko-pg/difit,MAGI//ARCHIVE,A lightweight command-line tool that spins up a local web server to display Git commit diffs in a GitHub-like Files changed view,Dev tools,TypeScript,2712,126,"Agrega herramientas para programar, automatizar o mantener proyectos.",7,MIT,,2025-06-29T13:09:26Z,2026-06-01T17:35:57Z,2026-05-30T13:04:08Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/yoshiko-pg-reviewit.html,https://github.com/yoshiko-pg/difit,3090
bytewax/awesome-public-real-time-datasets,MAGI//ARCHIVE,A list of publicly available datasets with real-time data maintained by the team at bytewax.io,Data / ETL,,2492,199,Crea visualizaciones para explorar datos y comunicar resultados.,6,CC0-1.0,awesome-list; data; data-science; data-visualization; datasets; real-time; streaming,2023-05-25T16:33:28Z,2026-05-31T21:51:43Z,2026-04-13T03:07:34Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/bytewax-awesome-public-real-time-datasets.html,https://github.com/bytewax/awesome-public-real-time-datasets,3089
JetpackDuba/Gitnuro,MAGI//ARCHIVE,A FOSS Git multiplatform client for newbies and pros,Dev tools,Kotlin,2618,143,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,98,GPL-3.0,compose-multiplatform; git; jetbrains-compose; jgit; kotlin; multiplatform; rust,2021-09-23T20:41:02Z,2026-05-31T21:31:40Z,2026-05-28T22:34:03Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/JetpackDuba-Gitnuro.html,https://github.com/JetpackDuba/Gitnuro,3047
corbindavenport/just-the-browser,MAGI//ARCHIVE,"Remove AI features, telemetry data reporting, sponsored content, product integrations, and other annoyances from web browsers.",Data / ETL,Shell,2770,84,Sirve para trabajar con datos.,12,MIT,chrome; firefox; google-chrome; linux; macos; microsoft-edge; mozilla-firefox; windows,2026-01-07T20:07:47Z,2026-06-01T09:19:47Z,2026-05-30T16:51:12Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/corbindavenport-just-the-browser.html,https://github.com/corbindavenport/just-the-browser,3022
cassidoo/todometer,MAGI//ARCHIVE,A meter-based to-do list,Other,JavaScript,2114,302,Repositorio para revisar: a meter-based to-do list.,16,MIT,electron; productivity; react; to-do; to-do-app; to-do-list,2017-04-29T05:44:13Z,2026-05-31T21:02:00Z,2026-05-28T03:04:58Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/cassidoo-todometer.html,https://github.com/cassidoo/todometer,3020
kaixxx/noScribe,GitHub topic:qualitative-research,Cutting edge AI technology for automated audio transcription. A nice GUI for OpenAIs Whisper and pyannote (speaker identification),Qualitative analysis,Python,1995,338,"Sirve para organizar, codificar o analizar materiales cualitativos.",40,GPL-3.0,audio-transcription; faster-whisper; interview; pyannote; qualitative-research; transcription,2023-05-12T06:25:03Z,2026-06-01T17:21:32Z,2026-04-17T17:08:56Z,,https://github.com/topics/qualitative-research,https://github.com/kaixxx/noScribe,3009
repowise-dev/repowise,GitHub topic:mcp,"Codebase intelligence for AI-assisted engineering teams: code health scores, auto-generated docs, git analytics, dead code detection, and architectural decisions via MCP.",AI agents,Python,2158,280,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,21,NOASSERTION,ai; code-complexity; code-health; code-intelligence; code-quality; dead-code; developer-tools; documentation; git-analytics; mcp; open-source; python; refactoring; static-analysis; technical-debt,2026-03-23T09:12:28Z,2026-06-01T18:18:29Z,2026-06-01T18:17:29Z,,https://github.com/topics/mcp,https://github.com/repowise-dev/repowise,2998
sparrowapp-dev/sparrow-app,MAGI//ARCHIVE,Your next-gen API testing and development tool.,Other,Svelte,2575,139,Sirve para trabajar con herramienta de código abierto.,249,AGPL-3.0,contribution; open-source,2024-01-02T08:20:46Z,2026-05-28T04:08:49Z,2026-04-01T10:51:40Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/sparrowapp-dev-sparrow-app.html,https://github.com/sparrowapp-dev/sparrow-app,2992
mukaist/Midjourney,Hugging Face Spaces,MIDJOURNEY,Other,gradio,2976,0,Repositorio para revisar: midjourney.,0,,gradio; region:us,2024-06-12T16:36:30.000Z,2026-05-24T22:47:07.000Z,2026-05-24T22:47:07.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/mukaist/Midjourney,2976
pharmapsychotic/CLIP-Interrogator,Hugging Face Spaces,CLIP Interrogator,Geospatial,gradio,2971,0,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,0,,gradio; region:us,2022-09-26T00:07:52.000Z,2026-05-24T23:45:28.000Z,2026-05-24T23:45:28.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/pharmapsychotic/CLIP-Interrogator,2971
Imbad0202/academic-research-skills-codex,GitHub topic:academic-research + GitHub topic:academic-writing + GitHub topic:literature-review,Codex-native Academic Research Skills suite for human-in-the-loop academic research workflows,LLM / GenAI,Python,2519,148,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",1,NOASSERTION,academic-pipeline; academic-research; academic-writing; ai-research; codex; literature-review; openai-codex; peer-review; prompt-engineering; research-assistant,2026-04-25T13:39:58Z,2026-06-01T18:18:59Z,2026-06-01T08:16:52Z,,https://github.com/topics/academic-research,https://github.com/Imbad0202/academic-research-skills-codex,2963
mrfakename/E2-F5-TTS,Hugging Face Spaces,F5-TTS,Other,gradio,2872,0,Repositorio para revisar: f5-tts.,0,,gradio; region:us,2024-03-08T18:02:07.000Z,2026-05-20T15:19:59.000Z,2026-05-20T15:19:59.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/mrfakename/E2-F5-TTS,2872
not-lain/background-removal,Hugging Face Spaces,Background Removal,AI agents,gradio,2848,0,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,,gradio; mcp-server; region:us,2024-08-08T19:37:33.000Z,2026-04-20T14:16:25.000Z,2026-04-20T14:16:25.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/not-lain/background-removal,2848
Alibaba-Quark/LiveAvatar,MAGI//ARCHIVE,"Implementation of ""Live Avatar: Streaming Real-time Audio-Driven Avatar Generation with Infinite Length""",Other,Python,2115,240,"Repositorio para revisar: implementation of ""live avatar: streaming real-time audio-driven avatar generation with infinite length"".",42,Apache-2.0,,2025-12-04T11:06:10Z,2026-06-01T14:13:23Z,2026-05-31T15:15:44Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/Alibaba-Quark-LiveAvatar.html,https://github.com/Alibaba-Quark/LiveAvatar,2835
jubalh/awesome-os,MAGI//ARCHIVE,A list of operating systems and stuff,Other,,2214,207,Repositorio para revisar: a list of operating systems and stuff.,1,,awesome; awesome-list; kernel; linux; linux-kernel; operating-system; os; os-dev; osdev,2017-02-18T10:07:01Z,2026-05-31T08:00:56Z,2026-05-12T19:50:22Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/jubalh-awesome-os.html,https://github.com/jubalh/awesome-os,2835
sanchit-gandhi/whisper-jax,Hugging Face Spaces,Whisper JAX,LLM / GenAI,docker,2831,0,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,,docker; region:us,2023-04-05T11:58:59.000Z,2024-09-16T13:51:17.000Z,2024-09-16T13:51:17.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/sanchit-gandhi/whisper-jax,2831
kuglee/TermiWatch,MAGI//ARCHIVE,Terminal Watch Face for Apple Watch,Dev tools,Swift,2259,186,Agrega herramientas de línea de comandos para automatizar tareas de desarrollo.,51,MIT,,2018-12-09T19:21:04Z,2026-06-01T08:15:38Z,2022-08-27T20:57:53Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/kuglee-TermiWatch.html,https://github.com/kuglee/TermiWatch,2817
Nekmo/dirhunt,MAGI//ARCHIVE,Find web directories without bruteforce,Data / ETL,Python,2000,271,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,13,MIT,crawler; dirscanner; pentesting; python; security; security-tools; websec; without-bruteforce,2018-01-05T01:05:51Z,2026-05-26T06:45:18Z,2023-10-29T00:20:05Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/Nekmo-dirhunt.html,https://github.com/Nekmo/dirhunt,2813
HumanAIGC/OutfitAnyone,Hugging Face Spaces,OutfitAnyone,Other,gradio,2806,0,Repositorio para revisar: outfitanyone.,0,,gradio; region:us,2023-12-13T14:51:45.000Z,2025-06-17T08:55:26.000Z,2025-06-17T08:55:26.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/HumanAIGC/OutfitAnyone,2806
theopfr/somo,MAGI//ARCHIVE,A human-friendly alternative to netstat for socket and port monitoring on Linux and macOS.,Other,Rust,2610,65,Repositorio para revisar: a human-friendly alternative to netstat for socket and port monitoring on linux and macos.,4,MIT,,2023-05-15T21:49:57Z,2026-05-29T07:32:49Z,2026-05-29T07:32:52Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/theopfr-somo.html,https://github.com/theopfr/somo,2805
coqui/xtts,Hugging Face Spaces,XTTS,Other,gradio,2767,0,Repositorio para revisar: xtts.,0,,gradio; region:us,2023-09-14T10:05:57.000Z,2024-01-15T09:52:23.000Z,2024-01-15T09:52:23.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/coqui/xtts,2767
rstudio/blogdown,X curado:R Markdown,Create Blogs and Websites with R Markdown,Academic writing,R,1789,325,"Crea documentos dinámicos y reproducibles combinando texto, código y resultados.",29,,blog-engine; blogdown; hugo; r; rmarkdown; rstudio; website-generation,2016-11-02T18:57:35Z,2026-05-30T13:04:35Z,2026-05-06T00:28:38Z,,https://github.com/rstudio/blogdown,https://github.com/rstudio/blogdown,2764
openai/whisper,Hugging Face Spaces,Whisper,LLM / GenAI,gradio,2764,0,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,,gradio; region:us,2022-09-21T17:20:39.000Z,2025-09-18T16:37:22.000Z,2025-09-18T16:37:22.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/openai/whisper,2764
stepfun-ai/gelab-zero,MAGI//ARCHIVE,STEP-GUI: The top GUI agent solution in the galaxy.  Developed by the StepFun-GELab team and powered by StepFun’s cutting-edge research capabilities.,AI agents,Python,2184,192,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,44,MIT,agent; gui-agents; phone-use-agent; pua,2025-11-28T14:42:44Z,2026-06-01T13:26:10Z,2026-05-11T05:50:07Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/stepfun-ai-gelab-zero.html,https://github.com/stepfun-ai/gelab-zero,2760
suitenumerique/meet,MAGI//ARCHIVE,Open source video conferencing app powered by LiveKit. Built with Django and React.,Other,Python,2057,232,Sirve para trabajar con herramienta de código abierto.,169,MIT,django; help-wanted; livekit; open-source-project; react; reactjs; video-conferencing; webrtc,2024-06-25T10:33:23Z,2026-06-01T12:51:51Z,2026-06-01T13:31:39Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/suitenumerique-meet.html,https://github.com/suitenumerique/meet,2753
NVlabs/LongLive,MAGI//ARCHIVE,LongLive 2.0: Infra - Long Video Gen,Other,Python,2167,194,Repositorio para revisar: longlive 2.0: infra - long video gen.,6,Apache-2.0,infra; long; nvfp4; parallel; real-time; video-generation,2025-09-22T22:39:24Z,2026-06-01T18:19:10Z,2026-05-30T05:48:57Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/NVlabs-LongLive.html,https://github.com/NVlabs/LongLive,2749
kyantech/Palmr,MAGI//ARCHIVE,"🌴 Palmr. is an open-source file-sharing platform focused on privacy and security. It enables users to upload, manage, and share files with features like password protection, custom links, and access control without tracking or limitations. Designed for seamless and secure sharing, Palmr. is completely free.",Security,TypeScript,2415,104,Sirve para trabajar con herramienta de código abierto.,2,Apache-2.0,fastify; file-sharing; nextjs; self-hosted; typescript,2025-02-14T19:07:47Z,2026-05-31T08:28:44Z,2026-02-27T14:10:08Z,2026-01-28,https://tom-doerr.github.io/repo_posts/2026/01/28/kyantech-Palmr.html,https://github.com/kyantech/Palmr,2727
caido/caido,MAGI//ARCHIVE,"🚀 Caido releases, wiki and roadmap",Geospatial,Shell,2346,124,Sirve para trabajar con información geoespacial y mapas.,738,,bugbounty; pentesting; proxy; security; tool,2021-10-22T15:13:22Z,2026-06-01T00:29:36Z,2026-05-29T13:16:44Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/caido-caido.html,https://github.com/caido/caido,2718
r3gm/wan2-2-fp8da-aoti-preview,Hugging Face Spaces,Wan2.2 14B Preview,AI agents,gradio,2680,0,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,0,,gradio; mcp-server; region:us,2025-10-27T03:20:43.000Z,2026-05-15T03:23:22.000Z,2026-05-15T03:23:22.000Z,2026-06-01,https://huggingface.co/spaces,https://huggingface.co/spaces/r3gm/wan2-2-fp8da-aoti-preview,2680
chrisbenincasa/tunarr,MAGI//ARCHIVE,Create a classic TV experience using your own media - IPTV backed by Plex/Jellyfin/Emby/NFO,Other,TypeScript,2346,101,Repositorio para revisar: create a classic tv experience using your own media - iptv backed by plex/jellyfin/emby/nfo.,133,Zlib,emby; ffmpeg; iptv; jellyfin; local-streaming; media-streaming; plex; self-hosted; streaming; tv,2024-01-18T20:21:20Z,2026-06-01T08:16:03Z,2026-05-31T13:55:35Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/chrisbenincasa-tunarr.html,https://github.com/chrisbenincasa/tunarr,2649
