repo,source,description,category,language,stars,forks,descripcion_es,open_issues,license,topics,created_at,updated_at,pushed_at,discovered_at,source_url,github_url,score
k1LoW/tbls,MAGI//ARCHIVE,"tbls is a CI-Friendly tool to document a database, written in Go.",Academic writing,Go,4259,203,"Gestiona, indexa o consulta datos en bases de datos y motores de búsqueda.",57,MIT,bigquery; continuous-integration; database-document; database-schema; documentation-tool; dynamodb; er-diagram; excel; hacktoberfest; mariadb; markdown; mermaid; mysql; plantuml; postgresql; redshift; snowflake; spanner; sqlite; sqlserver,2018-05-17T14:47:27Z,2026-06-27T13:26:37Z,2026-06-22T03:48:05Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/k1LoW-tbls.html,https://github.com/k1LoW/tbls,4868
Clooos/Bubble-Card,GitHub topic:dashboard,Bubble Card is a minimalist card collection for Home Assistant with a nice pop-up touch.,Dashboard / UI,JavaScript,4372,165,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",86,MIT,button; card; cards; custom-card; custom-cards; dashboard; frontend; hacktoberfest; hacs; home-assistant; home-assistant-custom; homeassistant; lovelace; lovelace-custom-card; media-player; minimalist; mobile-first; pop-up; popup; slider,2023-08-18T11:22:10Z,2026-06-29T15:59:34Z,2026-06-29T15:59:03Z,,https://github.com/topics/dashboard,https://github.com/Clooos/Bubble-Card,4867
maplibre/martin,GitHub topic:leaflet,"Blazing fast and lightweight PostGIS, MBtiles and PMtiles tile server, tile generation, and mbtiles tooling.",Geospatial,Rust,3735,373,"Permite visualizar, gestionar o analizar datos geoespaciales.",84,Apache-2.0,hacktoberfest; leaflet; mapbox-gl; mapbox-gl-js; mapbox-vector-tile; maplibre; maplibre-gl-js; maps; mbtiles; pmtiles; postgis; postgresql; rust; vector-tiles; webserver,2017-09-30T10:53:46Z,2026-06-29T14:05:10Z,2026-06-29T14:19:41Z,,https://github.com/topics/leaflet,https://github.com/maplibre/martin,4854
Maxteabag/sqlit,MAGI//ARCHIVE,"A user friendly TUI for SQL databases. Written in python. Supports SQL server, Mysql, PostreSQL, SQLite, Turso and more.",Data / ETL,Python,4434,123,"Gestiona, indexa o consulta datos en bases de datos y motores de búsqueda.",27,MIT,cockroachdb; command-line-tool; duckdb; mariadb; mysql; oracle; postgresql; python; sql; sqlite; ssh; tui; turso,2025-12-13T00:10:36Z,2026-06-29T16:11:42Z,2026-06-18T14:11:47Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/Maxteabag-sqlit.html,https://github.com/Maxteabag/sqlit,4803
microsoft/TRELLIS,Hugging Face Spaces,TRELLIS,Other,gradio,4775,0,Repositorio para revisar: trellis.,0,,gradio; region:us,2024-12-02T16:21:14.000Z,2025-06-05T05:04:15.000Z,2025-06-05T05:04:15.000Z,2026-06-29,https://huggingface.co/spaces,https://huggingface.co/spaces/microsoft/TRELLIS,4775
texstudio-org/texstudio,GitHub topic:latex,TeXstudio is a fully featured LaTeX editor. Our goal is to make writing LaTeX documents as easy and comfortable as possible.,Academic writing,C++,3546,398,Sirve para trabajar con escritura académica.,442,GPL-3.0,editor; ide; latex; latex-editor; tex; texstudio,2017-11-28T18:07:20Z,2026-06-29T15:40:31Z,2026-06-29T15:40:25Z,,https://github.com/topics/latex,https://github.com/texstudio-org/texstudio,4740
openspeedtest/Speed-Test,MAGI//ARCHIVE,"SpeedTest by OpenSpeedTest™ is a Free and Open-Source HTML5 Network Performance Estimation Tool Written in Vanilla Javascript and only uses built-in Web APIs like XMLHttpRequest (XHR), HTML, CSS, JS, & SVG. No Third-Party frameworks or libraries are Required. Started in 2011 and moved to OpenSpeedTest.com dedicated Project/Domain Name in 2013.",Other,JavaScript,3621,356,Sirve para trabajar con herramienta de código abierto.,52,MIT,css; html5; html5-speedtest; javascript; network-monitoring; network-speed-meter; network-tools; speedtest; svg; xhr2,2021-07-15T02:26:40Z,2026-06-29T05:04:04Z,2026-04-22T11:33:37Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/openspeedtest-Speed-Test.html,https://github.com/openspeedtest/Speed-Test,4689
Y-Research-SBU/QuantAgent,MAGI//ARCHIVE,Official Repository for QuantAgent,AI agents,HTML,2767,603,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,5,MIT,agentic-ai; large-language-models,2025-07-10T00:26:45Z,2026-06-29T12:52:00Z,2026-05-08T05:31:06Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/Y-Research-SBU-QuantAgent.html,https://github.com/Y-Research-SBU/QuantAgent,4576
pipeshub-ai/pipeshub-ai,MAGI//ARCHIVE + GitHub topic:rag,PipesHub is a fully extensible and explainable workplace AI platform for enterprise search and workflow automation,AI agents,Python,3007,469,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",87,Apache-2.0,agent; agents; ai; drive; glean; gmail; knowledge-graph; langchain; langgraph; llamaparse; notion; ollama; perplexity; python; rag; slack,2025-03-06T18:51:10Z,2026-06-29T16:08:01Z,2026-06-29T16:07:40Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/pipeshub-ai-pipeshub-ai.html,https://github.com/pipeshub-ai/pipeshub-ai,4414
allweonedev/presentation-ai,MAGI//ARCHIVE,ALLWEONE® Open source AI presentation generator Gamma Alternative. Create professional slides with customizable themes and AI-generated content in minutes.,Other,TypeScript,2874,500,Sirve para trabajar con herramienta de código abierto.,1,MIT,ai; all-in-one; allweone; gamma; generative-ai; generative-presetation; powerpoint-generation; ppt; ppt-ai; presentation-slides; presentations; slides,2025-03-24T10:25:24Z,2026-06-29T01:26:04Z,2026-06-05T05:57:37Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/allweonedev-presentation-ai.html,https://github.com/allweonedev/presentation-ai,4374
scrapinghub/dateparser,MAGI//ARCHIVE,python parser for human readable dates,Other,Python,2837,499,Repositorio para revisar: python parser for human readable dates.,345,BSD-3-Clause,hacktoberfest,2014-11-24T17:30:12Z,2026-06-29T12:43:41Z,2026-06-26T10:32:48Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/scrapinghub-dateparser.html,https://github.com/scrapinghub/dateparser,4334
KingNish/OpenGPT-4o,Hugging Face Spaces,OpenGPT 4o,LLM / GenAI,gradio,4307,0,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,,gradio; region:us,2024-05-14T04:19:59.000Z,2025-01-29T16:07:55.000Z,2025-01-29T16:07:55.000Z,2026-06-29,https://huggingface.co/spaces,https://huggingface.co/spaces/KingNish/OpenGPT-4o,4307
CherryHQ/cherry-studio-app,MAGI//ARCHIVE,🍒 This is the mobile version of Cherry Studio.,AI agents,TypeScript,3506,254,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,146,AGPL-3.0,agent; android; assistant; chat-bot; expo; ios,2025-03-01T16:26:52Z,2026-06-29T13:21:16Z,2026-06-23T11:48:06Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/CherryHQ-cherry-studio-app.html,https://github.com/CherryHQ/cherry-studio-app,4268
zhom/donutbrowser,MAGI//ARCHIVE,Simple Yet Powerful Anti-Detect Browser 🍩,Other,Rust,3219,337,Repositorio para revisar: simple yet powerful anti-detect browser 🍩.,19,AGPL-3.0,anti-detect; anti-detect-browser; anti-detection; browser; browser-management; chromium; firefox; management; manager; orchestration; orchestrator; privacy,2025-05-29T06:13:50Z,2026-06-29T15:02:17Z,2026-06-27T09:45:17Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/zhom-donutbrowser.html,https://github.com/zhom/donutbrowser,4230
deta/surf,MAGI//ARCHIVE,"Personal AI Notebooks. Organize files & webpages and generate notes from them. Open source, local & open data, open model choice (incl. local).",LLM / GenAI,TypeScript,3464,255,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",32,Apache-2.0,claude; deepseek; gemma; knowledge-base; knowledge-management; llm; local; local-llm; ollama; openai; productivity; rust; svelte; typescript,2025-10-20T15:09:57Z,2026-06-28T15:45:36Z,2026-06-24T17:05:04Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/deta-surf.html,https://github.com/deta/surf,4229
sakofchit/system.css,MAGI//ARCHIVE,A design system for building retro Apple interfaces,Dashboard / UI,CSS,3803,121,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",10,MIT,classic-macos; css; design-system; hacktoberfest; hacktoberfest2022; macos,2022-08-05T20:11:54Z,2026-06-29T02:58:42Z,2023-11-26T15:31:56Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/sakofchit-system.css.html,https://github.com/sakofchit/system.css,4166
ui-layouts/uilayouts,MAGI//ARCHIVE,"UI Layouts isn’t just a library. It’s your complete front-end universe with components, effects, design tools, and ready-to-use blocks, everything you need to build modern interfaces, faster.",Dashboard / UI,TypeScript,3484,206,"Construye o muestra paneles de control para comparar resultados, métricas o modelos.",8,MIT,accertinity; accordion-component; animated-tabs; codehike; component-library; components; components-react; drawer; framer-motion; image-mousetrail; modal; mouse-animation; mousetrail; react; react-animation-components; shadcn; shadcnui; sparkles; spotlight; tailwindcss,2024-08-11T09:28:21Z,2026-06-29T09:35:47Z,2026-06-21T21:48:08Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/ui-layouts-uilayouts.html,https://github.com/ui-layouts/uilayouts,4102
yattee/yattee,MAGI//ARCHIVE,"Privacy oriented video player for iOS, tvOS and macOS",Other,Swift,3530,156,"Repositorio para revisar: privacy oriented video player for ios, tvos and macos.",208,AGPL-3.0,invidious; ios; macos; piped; swift; swiftui; tvos; video; youtube,2021-11-09T16:16:27Z,2026-06-29T16:01:22Z,2026-05-10T14:41:24Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/yattee-yattee.html,https://github.com/yattee/yattee,3998
nanotron/ultrascale-playbook,Hugging Face Spaces,The Ultra-Scale Playbook,Other,static,3910,0,"Ayuda a escribir y publicar libros, tesis o documentos académicos extensos.",0,,static; region:us,2024-06-18T17:12:28.000Z,2025-08-21T12:03:51.000Z,2025-08-21T12:03:51.000Z,2026-06-29,https://huggingface.co/spaces,https://huggingface.co/spaces/nanotron/ultrascale-playbook,3910
neomjs/neo,GitHub topic:llm + GitHub topic:rag + GitHub topic:mcp,"Neo.mjs is a self-evolving software organism: a professional end-to-end AI engineering team whose cross-model swarm inhabits live apps via Neural Link, Active Hybrid GraphRAG, DreamService, and self-healing loops.",AI agents,JavaScript,3219,214,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",196,MIT,agent-memory; ai; ai-agent; ai-memory; context-engineering; frontend; frontend-runtime; graph-rag; javascript; json; knowledge-graph; llm; long-term-memory; mcp; mcp-server; multi-agent-systems,2019-11-10T23:56:02Z,2026-06-29T16:16:06Z,2026-06-29T16:15:20Z,,https://github.com/topics/llm,https://github.com/neomjs/neo,3861
yusing/godoxy,MAGI//ARCHIVE,High-performance reverse proxy and container orchestrator for self-hosters,Other,Go,3363,139,Repositorio para revisar: high-performance reverse proxy and container orchestrator for self-hosters.,12,NOASSERTION,docker; go; golang; homepage; letsencrypt; microservice; reverse-proxy; self-hosted; startpage,2024-02-29T03:52:35Z,2026-06-29T01:02:45Z,2026-06-24T08:08:14Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/yusing-godoxy.html,https://github.com/yusing/godoxy,3780
libAudioFlux/audioFlux,MAGI//ARCHIVE,"A library for audio and music analysis, feature extraction.",Other,C,3324,144,Extrae datos de sitios o fuentes públicas mediante recolección automatizada.,16,MIT,audio; audio-analysis; audio-features; audio-processing; deep-learning; machine-learning; mfcc; mir; music; music-analysis; music-information-retrieval; pitch; python; signal-processing; spectral-analysis; spectrogram; time-frequency-analysis; wavelet-analysis; wavelet-transform,2023-01-16T09:53:04Z,2026-06-27T13:17:40Z,2026-03-06T04:12:17Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/libAudioFlux-audioFlux.html,https://github.com/libAudioFlux/audioFlux,3756
KlingTeam/LivePortrait,Hugging Face Spaces,Live Portrait,LLM / GenAI,gradio,3753,0,"Trabaja con modelos de lenguaje, recuperación aumentada o flujos de IA generativa.",0,,gradio; Multimodal; Motion control; Image-to-Video; Video-to-Video; language models; LLMs; region:us,2024-07-05T16:35:24.000Z,2024-08-30T11:20:51.000Z,2024-08-30T11:20:51.000Z,2026-06-29,https://huggingface.co/spaces,https://huggingface.co/spaces/KlingTeam/LivePortrait,3753
geoman-io/leaflet-geoman,GitHub topic:leaflet,🍂🗺️ The most powerful leaflet plugin for drawing and editing geometry layers,Geospatial,JavaScript,2415,441,"Permite visualizar, gestionar o analizar datos geoespaciales.",27,MIT,drawing; enable-drawing; geojson; geoman; geospatial-data; gis; google-maps; leaflet; leaflet-draw; leaflet-geoman; leaflet-plugin; leaflet-plugins; leaflet-pm; mapbox; multipolygon; osm; polygon; polyline; toolbar; vector,2015-11-14T11:20:52Z,2026-06-29T14:06:05Z,2026-06-29T11:52:52Z,,https://github.com/topics/leaflet,https://github.com/geoman-io/leaflet-geoman,3738
qgis/QGIS-Documentation,GitHub topic:qgis + X curado:MappingGIS,QGIS Documentation,Geospatial,Python,606,1034,"Permite visualizar, gestionar o analizar datos geoespaciales.",153,,python; qgis; rst; documentation; gis,2013-02-27T21:54:56Z,2026-06-28T01:21:00Z,2026-06-28T19:40:09Z,,https://github.com/topics/qgis,https://github.com/qgis/QGIS-Documentation,3708
chrisvel/tududi,MAGI//ARCHIVE,"A calm, open system for organizing life and work. Tasks, projects, notes, areas, and smart workflows - self-hosted or hosted.",Other,TypeScript,3036,212,"Repositorio para revisar: a calm, open system for organizing life and work. tasks, projects, notes, areas, and smart workflows - self-hosted or hosted.",18,MIT,expressjs; get-things-done; gtd; gtd-applications; gtd-management; nodejs; project-management; react; reactjs; task-management; todo,2023-11-13T09:23:23Z,2026-06-29T15:25:58Z,2026-06-29T11:31:12Z,2026-01-29,https://tom-doerr.github.io/repo_posts/2026/01/29/chrisvel-tududi.html,https://github.com/chrisvel/tududi,3672
InstantX/InstantID,Hugging Face Spaces,InstantID,Other,gradio,3616,0,Repositorio para revisar: instantid.,0,,gradio; region:us,2024-01-19T11:58:11.000Z,2025-08-26T18:13:43.000Z,2025-08-26T18:13:43.000Z,2026-06-29,https://huggingface.co/spaces,https://huggingface.co/spaces/InstantX/InstantID,3616
vercel/eve,GitHub topic:markdown,The Framework for Building Agents,Academic writing,TypeScript,2908,223,Permite crear o ejecutar agentes de IA con herramientas y flujos automatizados.,121,Apache-2.0,agent; framework; harness; javascript; markdown; sandbox; typescript; vercel; workflows,2026-06-16T10:51:20Z,2026-06-29T16:13:17Z,2026-06-29T16:12:44Z,,https://github.com/topics/markdown,https://github.com/vercel/eve,3577
wojciech-kulik/FlashSpace,MAGI//ARCHIVE,FlashSpace is a blazingly fast virtual workspace manager for macOS ⚡,Other,Swift,3374,61,Repositorio para revisar: flashspace is a blazingly fast virtual workspace manager for macos ⚡.,3,GPL-3.0,apple; macos; swift; window-manager,2025-01-19T21:25:42Z,2026-06-29T13:43:59Z,2026-06-12T17:35:39Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/wojciech-kulik-FlashSpace.html,https://github.com/wojciech-kulik/FlashSpace,3557
malmeloo/FindMy.py,MAGI//ARCHIVE,🍏 + 🎯 + 🐍 = Query Apple's FindMy Network with Python!,Other,Python,3108,130,Repositorio para revisar: 🍏 + 🎯 + 🐍 = query apple's findmy network with python!.,18,MIT,airtag; apple; bluetooth; find-my; findmy; location-tracker; offline-finding,2023-12-30T21:29:05Z,2026-06-29T08:58:00Z,2026-06-01T20:45:06Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/malmeloo-FindMy.py.html,https://github.com/malmeloo/FindMy.py,3498
knightnemo/Awesome-World-Models,MAGI//ARCHIVE,"A Curated List of Awesome Works in World Modeling, Aiming to Serve as a One-stop Resource for Researchers, Practitioners, and Enthusiasts Interested in World Modeling.",Research,,3093,128,"Apoya investigación, experimentación, evaluación o revisión de literatura.",2,BSD-3-Clause,awesome-list; dynamical-systems; embodied-ai; generative-model; world-models,2025-10-31T14:38:53Z,2026-06-29T08:44:23Z,2026-06-28T12:45:07Z,2026-01-30,https://tom-doerr.github.io/repo_posts/2026/01/30/knightnemo-Awesome-World-Models.html,https://github.com/knightnemo/Awesome-World-Models,3477
maxdorninger/MediaManager,MAGI//ARCHIVE,A modern selfhosted media management system for your media library,Other,Python,3222,80,Repositorio para revisar: a modern selfhosted media management system for your media library.,97,AGPL-3.0,,2025-02-08T17:30:18Z,2026-06-29T09:56:47Z,2026-06-24T16:53:36Z,2026-01-31,https://tom-doerr.github.io/repo_posts/2026/01/31/maxdorninger-MediaManager.html,https://github.com/maxdorninger/MediaManager,3462
